"Tpeak,v","TTP,t,v","dT/dtMax,v","dT/dtMax,v","Tdur,v","Trest,v","Dlambda,v"
42.4248,35.0,3.06265,-1.95225,205.0,0.000210308,19.2304
32.9068,94.0,1.07925,-0.4914,330.0,0.0173402,14.7689
28.1129,90.0,0.741475,-0.4678,210.0,0.000583502,10.7972
39.6532,55.0,1.78965,-1.0494,243.0,0.00310101,20.9202
39.3664,66.0,1.60076,-0.65925,376.0,0.0836268,22.2592
10.443,83.0,0.28382,-0.10559,254.0,0.00135851,2.83273
30.5677,126.0,0.742525,-0.30265,651.0,1.27455,12.6612
40.7254,48.0,2.22545,-0.51525,524.0,0.617762,21.9645
14.8382,177.0,0.18877,-0.04625,792.0,0.903372,4.12251
39.4438,47.0,2.31205,-0.3885,368.0,0.0828831,21.1258
15.6696,93.0,0.465915,-0.1221,279.0,0.000827338,4.64091
19.9558,69.0,0.658555,-0.2635,229.0,0.0108322,6.30199
29.6254,56.0,1.47838,-0.30635,306.0,0.00913142,11.6889
32.5572,67.0,1.26641,-0.33095,314.0,0.0140179,14.0588
39.0425,68.0,1.3211,-0.26225,416.0,0.182252,21.728
40.7188,57.0,1.67325,-0.1743,499.0,0.60889,24.0866
22.43,182.0,0.371555,-0.35725,320.0,0.00923608,7.61203
23.3478,96.0,0.656295,-0.1421,502.0,0.30467,8.01052
45.6026,37.0,3.0945,-1.0258,201.0,0.00212852,25.5292
40.2424,52.0,2.12385,-0.1997,412.0,0.643365,22.4479
38.9748,77.0,1.34775,-0.08765,751.0,1.51566,22.6734
31.7362,120.0,0.80078,-0.2075,378.0,0.148106,13.8565
33.1873,108.0,0.91195,-0.15135,458.0,0.53572,15.2787
39.2741,65.0,1.6917,-0.43075,610.0,0.452528,22.3839
31.1824,149.0,0.532225,-0.175,643.0,1.81079,13.0839
22.4147,66.0,0.81286,-0.43575,224.0,4.28098e-05,7.32545
39.6367,104.0,1.45259,-0.27035,385.0,0.0467071,26.1105
21.884,169.0,0.558885,-0.53985,287.0,0.0588662,7.33288
37.2622,50.0,1.7308,-0.62275,403.0,0.0658074,17.5862
36.9956,85.0,1.6863,-0.29565,445.0,0.0521005,19.9518
19.8927,50.0,0.9345,-0.4415,134.0,0.00037557,6.1
42.0096,42.0,2.3857,-0.535,591.0,1.64805,21.731
33.6001,95.0,0.859805,-0.386,324.0,0.281982,15.4556
31.1076,70.0,0.8854,-0.58435,210.0,0.00208902,12.6587
29.4653,126.0,0.75196,-0.12575,546.0,0.396152,11.9068
38.2441,56.0,1.75735,-0.30575,574.0,0.270322,20.241
11.3497,196.0,0.099455,-0.06113,479.0,0.00557153,3.14006
43.3392,39.0,2.6981,-0.3941,484.0,1.18462,24.8099
14.4312,69.0,0.43462,-0.160575,262.0,0.00580774,4.14735
28.3776,83.0,0.85693,-0.2718,259.0,0.00239344,11.0266
14.5089,161.0,0.235805,-0.20325,278.0,7.34737e-05,4.22545
17.3883,118.0,0.49779,-0.0931,432.0,0.00768887,5.32373
28.0625,92.0,0.934565,-0.23325,275.0,5.58921e-05,10.8562
14.3571,186.0,0.19004,-0.075165,494.0,0.0832718,4.15269
39.9349,116.0,1.16055,-0.12345,753.0,0.792294,27.682
32.5289,94.0,1.0137,-0.1399,450.0,0.068856,14.6446
39.2353,77.0,1.33895,-0.24965,455.0,0.197473,23.4763
36.902,50.0,1.7238,-0.33205,657.0,1.73472,17.6839
31.9549,49.0,1.82864,-0.21975,556.0,0.788468,13.2486
12.9512,72.0,0.461875,-0.12899,239.0,0.000601986,3.64818
38.838,52.0,2.00235,-0.22975,517.0,0.390803,20.9854
32.8994,60.0,1.29255,-0.31005,472.0,0.223939,14.2046
41.2182,57.0,1.7988,-0.38845,578.0,0.916438,25.3431
43.2932,49.0,2.1902,-0.39535,416.0,0.101556,25.1063
39.4788,123.0,1.17709,-0.2653,625.0,0.622421,26.3966
21.3889,83.0,0.748225,-0.10265,385.0,0.0713432,7.04219
39.916,79.0,1.5742,-0.18025,575.0,0.78451,26.8595
37.144,113.0,1.0352,-0.4218,493.0,0.613111,20.8148
20.1874,137.0,0.31967,-0.13965,357.0,0.00306174,6.51097
25.6667,67.0,1.07112,-0.20155,268.0,2.73765e-05,9.19445
15.5262,131.0,0.3376,-0.143685,305.0,0.00062399,4.60364
27.5013,116.0,0.518085,-0.4005,298.0,0.00606766,10.4834
17.4481,100.0,0.40508,-0.16835,299.0,0.000442218,5.32727
28.8826,122.0,0.85262,-0.17505,433.0,0.0896733,11.563
24.4218,71.0,0.86925,-0.32775,216.0,0.00171294,8.48636
33.8466,103.0,0.970035,-0.4465,260.0,0.0204301,15.9192
30.3321,87.0,1.00033,-0.2478,338.0,0.0555633,12.535
38.4138,72.0,1.24635,-0.39015,403.0,0.213226,21.1749
30.4584,110.0,0.86478,-0.1294,471.0,0.298991,12.7396
34.8178,64.0,1.25446,-0.65515,216.0,0.000593484,15.8516
22.0368,79.0,0.750105,-0.26025,224.0,0.00269685,7.33188
26.6774,119.0,0.56696,-0.1529,425.0,0.206999,9.97308
39.1938,60.0,1.99493,-0.3112,342.0,0.103462,23.0658
32.0691,73.0,1.20655,-0.29985,258.0,0.000814655,13.8964
34.6425,100.0,1.15616,-0.21035,358.0,0.0608089,16.9657
16.8838,179.0,0.20238,-0.0371,837.0,1.76738,4.68723
38.1087,81.0,1.44355,-0.21005,686.0,1.28728,21.4373
39.8725,33.0,3.2385,-1.3393,250.0,0.0043244,16.8256
26.924,59.0,1.11674,-0.46025,174.0,0.000259227,9.77755
31.5735,88.0,0.88729,-0.1587,550.0,0.402476,13.5285
37.6149,177.0,1.08681,-0.24495,634.0,0.499232,21.8342
17.1963,89.0,0.43076,-0.17905,243.0,2.62211e-05,5.20909
40.0031,71.0,1.88366,-0.17095,519.0,0.644867,26.2014
34.1966,133.0,1.01343,-0.11065,725.0,1.44507,16.3091
31.2907,114.0,0.659345,-0.1586,491.0,0.0821052,13.4621
34.2702,136.0,1.19061,-0.1731,607.0,0.552812,16.5615
29.0393,79.0,0.93733,-0.17675,477.0,0.508122,11.4049
27.3852,78.0,1.03045,-0.2411,270.0,0.00346587,10.3425
37.1342,78.0,1.1096,-0.4846,249.0,0.00329627,19.5921
39.3274,43.0,2.4518,-0.64225,291.0,0.0106625,19.5053
40.009,122.0,1.07522,-0.19845,601.0,0.872846,27.3456
34.5907,57.0,1.59215,-0.2774,459.0,0.393718,15.8846
40.0877,56.0,2.62015,-0.27265,415.0,0.057858,25.1489
36.6768,63.0,1.55185,-0.2283,449.0,0.220105,18.654
40.9121,56.0,1.69645,-0.50935,424.0,0.181459,22.7053
26.0139,71.0,0.90903,-0.13055,340.0,0.00853972,9.47072
30.2288,53.0,1.4497,-0.32485,340.0,0.0646955,11.8889
37.6097,67.0,1.36462,-0.52525,518.0,0.305371,19.756
12.1545,136.0,0.26186,-0.0847,367.0,0.000845022,3.40727
21.1403,66.0,0.905,-0.1799,269.0,0.000775482,6.88273
30.9311,47.0,1.71732,-0.60965,161.0,0.000480127,12.0372
15.6836,126.0,0.4079,-0.13225,299.0,0.000255332,4.65909
37.8871,100.0,1.19994,-0.23235,523.0,0.762674,21.4646
31.1408,97.0,0.841265,-0.15135,412.0,0.0646504,13.2612
39.3481,87.0,1.3331,-0.18435,674.0,1.4333,25.1857
19.4647,87.0,0.592115,-0.1019,418.0,0.101462,6.15697
22.6539,107.0,0.53421,-0.22125,283.0,0.0219982,7.68496
31.9793,75.0,1.22994,-0.35715,395.0,0.0091269,13.7599
33.4214,167.0,0.63833,-0.21715,536.0,0.236196,15.7126
32.2864,180.0,0.50011,-0.0715,821.0,1.92295,14.1065
31.9434,158.0,1.08648,-0.1998,421.0,0.0106017,14.1658
30.9068,138.0,0.690815,-0.11345,605.0,1.55388,12.8833
47.8617,40.0,3.1103,-0.66195,438.0,0.0839697,32.261
27.8328,57.0,1.26604,-0.2362,341.0,0.0474676,10.5153
40.6307,52.0,2.3512,-0.21415,411.0,0.0209776,23.5713
13.0839,41.0,0.85647,-0.2839,121.0,0.000461853,3.52727
31.8381,57.0,1.7016,-0.6052,135.0,5.06952e-06,13.1807
32.6359,50.0,1.643,-0.7247,237.0,0.0116997,13.4571
35.6288,155.0,1.08396,-0.2203,608.0,0.370505,18.4134
40.3959,82.0,1.60384,-0.475,522.0,0.430139,25.9399
30.9152,81.0,0.83995,-0.2763,325.0,0.0186339,12.9021
32.4988,80.0,1.17098,-0.2898,342.0,0.0534861,14.344
41.6538,48.0,2.2042,-0.46685,440.0,0.189564,26.7972
27.5087,85.0,0.829405,-0.2032,359.0,0.0808236,10.4996
42.5135,58.0,1.8098,-0.17425,627.0,1.4194,29.728
26.7624,89.0,0.81636,-0.16755,359.0,0.0414145,10.017
28.5464,123.0,0.617135,-0.22925,349.0,0.0022049,11.2904
38.6885,118.0,0.91764,-0.1392,617.0,0.567892,23.9422
42.1775,85.0,1.75153,-0.242,556.0,0.284771,33.8769
29.0226,61.0,1.35782,-0.5666,184.0,0.000609132,11.2638
34.6839,66.0,1.40822,-0.54855,181.0,0.000225355,16.0126
39.411,51.0,2.12975,-0.39455,343.0,0.0565343,21.6767
35.1002,84.0,1.15745,-0.1821,607.0,0.435438,17.487
34.4884,60.0,1.33462,-0.72845,161.0,4.43698e-05,15.1115
31.253,61.0,1.23076,-0.2264,357.0,0.182582,12.9113
36.5147,78.0,1.38535,-0.29025,319.0,0.0451692,19.2172
38.4363,96.0,0.99835,-0.1702,559.0,0.469108,22.5653
34.1707,110.0,1.06178,-0.1302,570.0,0.769849,16.4042
36.3211,97.0,1.23214,-0.29415,359.0,0.0326634,19.1872
29.145,73.0,1.00918,-0.34195,246.0,0.000839692,11.3996
35.8001,157.0,0.8219,-0.21905,482.0,0.14296,18.8338
32.2226,66.0,1.1919,-0.1747,409.0,0.133757,13.909
33.1846,75.0,1.17612,-0.43575,218.0,0.00277389,14.8308
24.3927,70.0,0.874455,-0.1682,300.0,0.007658,8.52106
35.0675,65.0,1.45707,-0.44155,290.0,0.00293627,16.5089
32.3309,60.0,1.27192,-0.6522,220.0,0.00628672,13.44
39.0242,57.0,2.11137,-0.22,656.0,1.59445,22.0302
35.6796,157.0,1.22931,-0.1401,556.0,0.10624,18.6726
34.9985,52.0,1.598,-0.44565,629.0,0.431104,15.9975
27.1086,56.0,1.1681,-0.34775,387.0,0.178947,9.74098
21.5887,123.0,0.529385,-0.1276,427.0,0.236399,7.1296
35.0812,123.0,1.40356,-0.2272,483.0,0.0540689,17.6179
31.7977,76.0,1.07155,-0.13865,463.0,0.391435,13.6188
26.513,75.0,0.836905,-0.2085,390.0,0.373959,9.6646
23.0611,64.0,0.90948,-0.42375,207.0,5.87209e-06,7.58909
35.5607,82.0,1.29362,-0.21065,551.0,0.42134,17.7674
30.2903,64.0,0.98965,-0.3229,281.0,0.0188671,12.1348
40.9492,70.0,1.7594,-0.2134,600.0,0.748226,28.1131
43.0115,44.0,2.4507,-0.21605,560.0,0.950226,26.8588
33.3127,109.0,0.743935,-0.39315,328.0,0.00697653,15.357
30.4572,98.0,0.85538,-0.2443,356.0,0.0267553,12.6651
35.1362,124.0,0.7779,-0.20915,621.0,0.470136,17.7653
40.7922,56.0,2.0595,-0.5848,389.0,0.0235982,23.6047
27.5517,60.0,1.23074,-0.29375,258.0,0.000163022,10.314
39.5517,61.0,1.58295,-0.62355,528.0,0.338108,21.9128
38.5877,92.0,1.29952,-0.2382,486.0,0.188488,22.9677
31.9584,93.0,0.9265,-0.27935,334.0,0.0425011,14.0621
31.9309,102.0,0.756285,-0.27625,406.0,0.152982,13.9107
36.0276,75.0,1.18115,-0.39775,262.0,0.00665483,17.9628
30.4722,196.0,0.726265,-0.40595,542.0,0.655463,12.7374
34.9283,55.0,1.4878,-1.01655,248.0,0.012262,14.8594
37.9807,109.0,1.18782,-0.24815,583.0,0.39948,21.9098
32.885,78.0,1.15565,-0.28535,373.0,0.110289,14.9364
28.707,153.0,0.823915,-0.1503,453.0,0.0588173,11.4267
36.0915,149.0,0.950335,-0.15665,514.0,0.843489,19.1589
33.5995,65.0,1.2859,-0.2415,384.0,0.135475,15.0571
32.0799,132.0,0.71216,-0.17885,515.0,0.653711,14.1136
33.0012,142.0,0.67456,-0.19785,462.0,0.0743432,15.1603
39.0566,82.0,1.09745,-0.5432,347.0,0.155793,22.1134
29.9632,104.0,0.94745,-0.35645,416.0,0.0610445,12.3694
28.1066,134.0,0.66964,-0.14025,436.0,0.0502253,10.9819
39.4302,88.0,1.7708,-0.15365,620.0,0.837928,24.5735
29.8527,113.0,0.822475,-0.237,304.0,0.000290818,12.2509
25.8666,61.0,1.03584,-0.29645,220.0,0.000230162,9.22582
24.4705,75.0,0.72765,-0.36875,235.0,0.00951951,8.46114
30.0582,152.0,0.44904,-0.20855,514.0,0.41664,12.3735
33.7344,78.0,1.05265,-0.3614,303.0,0.00640187,15.3552
22.3538,78.0,0.696445,-0.10965,358.0,0.137575,7.46433
39.6724,85.0,1.24615,-0.17775,557.0,0.651487,25.4563
35.7116,127.0,0.979005,-0.21885,455.0,0.152664,18.6235
25.5088,62.0,1.03518,-0.34,250.0,0.00137821,8.97818
38.0674,148.0,0.81329,-0.4504,674.0,1.30648,22.2389
37.0763,63.0,1.5608,-0.15885,457.0,0.0732194,19.8872
33.0537,68.0,1.44884,-0.38555,339.0,0.00356539,14.6777
35.8117,127.0,0.871775,-0.47485,339.0,0.0824583,18.7745
36.1752,96.0,1.3373,-0.1683,425.0,0.190148,19.0194
22.4695,103.0,0.529135,-0.1004,415.0,0.0818997,7.58613
22.6515,71.0,0.77056,-0.14615,315.0,0.00103945,7.56545
24.3025,78.0,0.757935,-0.1369,404.0,0.23239,8.48569
32.3811,77.0,1.24306,-0.11135,563.0,0.379919,14.2944
35.9838,58.0,1.8217,-0.7774,591.0,0.772369,17.0992
19.0692,70.0,0.623815,-0.2645,185.0,0.00224052,5.95915
35.0359,115.0,0.888545,-0.1587,511.0,0.411482,17.5328
41.4074,58.0,1.98445,-0.30875,363.0,0.0165546,26.3846
38.3558,49.0,1.94955,-1.1628,185.0,0.00230164,18.6898
43.5393,46.0,2.28645,-0.42195,437.0,0.685517,27.7053
35.3304,101.0,1.0474,-0.29445,353.0,0.0666434,17.7099
34.7407,68.0,1.32085,-0.36745,428.0,0.075159,16.0757
37.7097,160.0,1.07344,-0.18755,579.0,0.419494,22.1647
30.1145,51.0,1.66574,-0.40085,234.0,0.00149495,11.6806
17.6975,60.0,0.72799,-0.11915,263.0,0.00235846,5.33278
36.1499,148.0,1.00157,-0.2533,472.0,0.0484577,19.3547
27.1596,87.0,0.984035,-0.11005,431.0,0.121757,10.2728
34.2145,58.0,1.67501,-0.4678,371.0,0.0390347,15.3769
30.5429,146.0,0.85524,-0.1345,525.0,0.12436,12.9114
31.113,176.0,0.55003,-0.1799,589.0,0.228187,13.4046
21.7681,116.0,0.620325,-0.1238,382.0,0.000587668,7.27273
26.9605,99.0,0.808055,-0.1448,405.0,0.0738369,10.2022
40.2644,54.0,1.8335,-0.4967,376.0,0.129157,21.6853
36.172,114.0,0.90124,-0.3015,450.0,0.191708,19.0587
44.21,47.0,2.56775,-0.68305,274.0,0.00569054,28.5635
36.3582,74.0,1.22175,-0.20065,611.0,1.85482,18.3868
31.6894,72.0,1.2428,-0.22025,412.0,0.0471059,13.4973
29.7386,159.0,0.686395,-0.14465,569.0,0.767953,12.0675
16.8871,81.0,0.461555,-0.1471,464.0,0.380707,4.99559
19.0914,137.0,0.31973,-0.08835,532.0,0.0342993,6.02248
40.9723,107.0,1.26807,-0.23015,410.0,0.0017195,29.82
38.8931,99.0,0.95065,-0.3113,397.0,0.00468684,23.393
38.3522,69.0,1.3714,-0.5944,382.0,0.0436627,20.7093
35.2563,75.0,1.4883,-0.1724,482.0,0.595769,17.541
35.7889,75.0,1.5668,-0.27005,520.0,0.57148,17.9507
28.2283,110.0,0.67325,-0.42825,234.0,4.33934e-05,11.0102
38.1705,88.0,1.40805,-0.45835,272.0,0.042741,21.5995
37.308,50.0,1.84565,-0.2561,388.0,0.153292,18.858
24.9593,106.0,0.609765,-0.0989,660.0,0.937039,8.75524
27.7408,86.0,0.723455,-0.47915,183.0,0.00252841,10.5414
33.5576,121.0,0.7227,-0.23715,492.0,0.204171,15.7702
32.2377,69.0,1.22135,-0.35425,260.0,0.00354994,13.7944
11.974,84.0,0.38113,-0.074695,394.0,0.0548022,3.32318
24.8922,44.0,1.42533,-0.2315,416.0,0.161395,8.40238
40.9289,61.0,1.60265,-0.3865,412.0,0.119345,25.1838
33.8249,163.0,0.767445,-0.14445,602.0,0.85433,15.9998
41.6971,45.0,2.41145,-0.3085,482.0,0.506121,23.3182
22.1998,66.0,0.82785,-0.40395,192.0,2.57326e-05,7.22636
32.3601,156.0,0.49252,-0.2722,566.0,0.0885247,14.438
41.0534,47.0,2.88465,-0.1625,623.0,1.64768,25.0611
39.8163,93.0,1.5664,-0.26885,484.0,0.0425441,25.8264
36.6194,87.0,1.33739,-0.3195,406.0,0.0352041,19.5735
38.9521,65.0,1.84439,-0.5695,543.0,0.274641,21.5737
34.3704,113.0,0.88365,-0.1642,561.0,0.742081,16.6364
38.4744,82.0,1.23845,-0.1576,691.0,1.67639,21.991
39.1995,73.0,1.70031,-0.3015,414.0,0.0230816,23.4229
27.952,70.0,0.921415,-0.2011,288.0,0.00143712,10.6446
36.3025,83.0,1.44175,-0.18135,564.0,0.384925,18.9868
37.4263,133.0,1.20547,-0.967,568.0,0.545845,21.5209
22.2586,82.0,0.724685,-0.1822,323.0,0.0410343,7.45711
36.3681,160.0,0.8901,-0.2618,548.0,0.0910443,19.6596
37.8953,54.0,2.14444,-0.1671,389.0,0.128764,20.5203
40.8257,45.0,2.29255,-0.242,504.0,0.130739,22.6062
32.2617,96.0,0.98135,-0.1384,482.0,0.0734409,14.4422
32.4278,88.0,1.16693,-0.2922,319.0,0.0103181,14.3708
38.2272,70.0,1.63636,-0.2877,451.0,0.0812596,21.3031
37.2891,50.0,2.03155,-0.17165,586.0,1.17989,19.1049
38.0399,78.0,1.1979,-0.4934,320.0,0.0501753,20.4472
16.4604,67.0,0.593575,-0.21535,192.0,0.000332579,4.89182
33.3274,59.0,1.457,-0.3612,309.0,0.00934568,14.3523
42.342,73.0,1.9007,-0.09435,819.0,1.56925,33.2379
30.8508,100.0,1.03477,-0.234,320.0,0.0255642,13.0519
40.4599,55.0,1.92935,-0.328,689.0,1.69266,23.286
24.8762,75.0,0.993065,-0.22695,271.0,0.0207849,8.82412
38.9354,99.0,1.334,-0.25905,390.0,0.00353781,24.1671
30.2872,67.0,1.1244,-0.21075,351.0,0.0737345,12.2838
34.2896,75.0,1.15182,-0.5388,281.0,0.0020934,15.7503
35.1993,153.0,0.941815,-0.1928,472.0,0.0850092,17.9397
20.5748,116.0,0.42965,-0.1492,328.0,0.00169997,6.68909
30.9966,120.0,1.03813,-0.30735,467.0,0.190187,13.2889
35.3169,128.0,0.88941,-0.17685,581.0,1.55372,17.6756
29.3573,111.0,0.61094,-0.1335,444.0,0.0130789,11.8266
20.9909,46.0,1.22585,-0.2478,231.0,0.00105458,6.60727
22.6237,80.0,0.78627,-0.11885,365.0,0.0551691,7.65286
37.2588,113.0,0.9787,-0.0978,733.0,1.01743,20.8907
13.0113,69.0,0.54498,-0.09302,272.0,9.4969e-05,3.67545
33.5097,52.0,1.5392,-0.4026,402.0,0.247932,14.2724
34.6023,63.0,1.45759,-0.17835,408.0,0.289143,16.3304
18.9367,71.0,0.59285,-0.24545,326.0,0.0154441,5.92658
37.1193,72.0,1.3499,-0.1636,416.0,0.0868633,20.2573
35.2006,121.0,1.40956,-0.33445,293.0,5.05674e-05,17.7291
13.9743,68.0,0.55663,-0.14875,243.0,1.59419e-06,3.96727
25.096,92.0,0.763565,-0.176,316.0,0.00398394,9.02917
30.0718,71.0,1.14352,-0.42025,206.0,0.00600914,12.1257
36.6371,86.0,1.52996,-0.1729,414.0,0.0723023,19.7343
19.9373,88.0,0.574435,-0.1945,250.0,0.000203309,6.36545
30.322,136.0,0.653235,-0.25145,458.0,0.110398,12.633
40.6918,79.0,2.18175,-0.1733,519.0,0.0565422,27.9193
32.7713,160.0,0.705045,-0.2206,534.0,0.418876,14.9705
27.4284,109.0,0.93476,-0.23785,650.0,1.12751,10.2895
18.1484,83.0,0.552475,-0.0643,499.0,0.186679,5.57622
27.4709,77.0,0.940465,-0.22845,310.0,0.0117909,10.369
30.9703,72.0,1.0388,-0.2389,362.0,0.01102,13.2159
33.311,92.0,1.48149,-0.19815,534.0,0.242733,15.3572
37.7393,78.0,1.48477,-0.35235,554.0,0.462968,20.8437
40.2325,40.0,2.3454,-0.4471,746.0,0.804577,20.6239
24.2257,76.0,0.97109,-0.25475,234.0,0.00139093,8.45909
37.0544,87.0,1.28126,-0.3092,351.0,0.0996753,20.1669
41.0627,102.0,1.42795,-0.104,796.0,1.8962,30.5646
35.2045,133.0,1.24998,-0.14,577.0,0.227383,17.8936
33.0041,196.0,0.66743,-0.14785,552.0,0.0515515,15.2916
38.2416,114.0,0.871645,-0.28095,587.0,0.446383,22.3865
30.2737,72.0,1.10412,-0.41105,195.0,0.00123866,12.2579
31.6937,119.0,1.09765,-0.1912,348.0,0.0149598,13.9057
37.7535,169.0,1.0635,-0.19425,672.0,0.76988,22.3123
41.632,48.0,2.55372,-0.364,323.0,0.0712861,25.9543
23.3549,67.0,0.85991,-0.2135,348.0,0.00190312,7.89371
35.2348,75.0,1.20123,-0.59525,542.0,0.549215,16.8219
43.0431,55.0,2.43625,-0.38765,715.0,1.56869,30.0132
42.47,55.0,2.16865,-0.2632,368.0,0.0737073,29.0742
33.0033,138.0,0.85357,-0.15785,581.0,0.131433,15.2651
39.6653,125.0,1.16436,-0.2407,398.0,0.000677038,26.4035
33.4397,139.0,0.663875,-0.18825,521.0,0.308149,15.6383
39.894,98.0,1.09075,-0.48825,386.0,0.0394365,25.4845
37.6856,79.0,1.67176,-0.1361,619.0,1.16461,20.9883
26.1539,82.0,0.92627,-0.1693,300.0,0.00378142,9.60836
39.5432,104.0,1.40486,-0.21865,631.0,0.859515,26.3183
37.4091,69.0,1.3448,-0.44105,311.0,0.0459009,19.8116
11.3648,81.0,0.356975,-0.08332,315.0,0.000390253,3.13273
43.3412,41.0,2.58345,-0.2878,696.0,1.02763,25.2737
38.0102,65.0,1.33285,-0.30285,626.0,1.3512,19.8425
39.6042,67.0,1.3853,-0.39845,736.0,1.12598,22.475
36.4707,61.0,1.4813,-0.3708,324.0,0.00182321,17.3506
22.2059,93.0,0.605165,-0.1322,334.0,0.0621133,7.45388
24.576,151.0,0.582505,-0.2455,420.0,0.0747347,8.75713
37.6768,73.0,1.6748,-0.15495,572.0,0.246148,21.1464
14.3035,62.0,0.57222,-0.10975,254.0,0.00947434,4.09557
38.1253,99.0,1.75307,-0.16275,568.0,0.950887,22.7277
23.6141,98.0,0.63137,-0.2313,256.0,0.00254409,8.18189
37.7082,137.0,0.6822,-0.16995,682.0,0.727941,21.819
33.585,134.0,0.869295,-0.1679,738.0,1.87271,15.4405
