"Tpeak,v","TTP,t,v","dT/dtMax,v","dT/dtMax,v","Tdur,v","Trest,v"
23.994,221.0,0.189415,-0.0811,699.0,0.592028
45.3291,207.0,0.4224,-0.23705,513.0,0.11268
28.3096,142.0,0.40305,-0.2562,272.0,0.062665
12.011,175.0,0.13037,-0.05543,526.0,0.0682126
44.3586,147.0,0.6017,-0.2263,431.0,0.48724
77.6673,153.0,1.0234,-0.4514,393.0,0.162348
76.5714,170.0,0.8396,-0.5197,385.0,0.0293715
38.2952,128.0,0.60565,-0.2647,325.0,0.0743827
78.7488,133.0,1.1991,-0.58415,306.0,0.0561011
72.1679,154.0,0.9035,-0.42505,389.0,0.14355
88.5732,186.0,0.9836,-0.3988,496.0,0.567425
72.9805,188.0,0.78455,-0.36025,468.0,0.121985
37.2179,157.0,0.4581,-0.20215,434.0,0.430428
31.6284,191.0,0.3005,-0.11975,604.0,1.68196
25.6187,212.0,0.230695,-0.1228,499.0,0.0931014
35.4613,150.0,0.4678,-0.1712,478.0,0.704943
49.6334,165.0,0.59045,-0.22825,503.0,0.93106
73.5718,175.0,0.90565,-0.27035,591.0,0.914626
118.839,170.0,1.3376,-0.7365,387.0,0.26142
70.1071,211.0,0.5923,-0.3234,594.0,0.27244
49.7035,179.0,0.5315,-0.25515,471.0,0.117419
95.2052,125.0,1.55965,-0.6223,351.0,0.765873
85.9691,230.0,0.6963,-0.29565,672.0,1.54504
68.4173,188.0,0.68725,-0.30695,550.0,0.327581
57.7001,192.0,0.5482,-0.25585,541.0,0.274285
79.957,143.0,1.1063,-0.53845,340.0,0.0384597
30.9067,177.0,0.3491,-0.1937,383.0,0.0184105
25.3384,163.0,0.31194,-0.15005,421.0,0.350595
112.604,194.0,1.02495,-0.53435,538.0,0.291173
76.0736,208.0,0.68555,-0.27065,642.0,1.52002
122.164,176.0,1.58325,-0.68425,424.0,0.166783
23.7471,181.0,0.26032,-0.11745,492.0,0.346138
26.3771,186.0,0.26905,-0.1133,552.0,0.204202
85.3269,224.0,0.68505,-0.3437,609.0,0.438934
124.257,173.0,1.56545,-0.56935,489.0,0.532668
14.5932,150.0,0.19447,-0.103035,336.0,0.044227
77.0954,171.0,0.8591,-0.34425,528.0,1.4491
28.138,212.0,0.2452,-0.0857,743.0,0.777527
35.041,251.0,0.2722,-0.10925,691.0,1.037
65.0213,193.0,0.6479,-0.25845,604.0,0.774662
29.4994,158.0,0.365,-0.1364,482.0,0.621567
51.5819,208.0,0.52025,-0.21085,538.0,0.289555
39.0971,227.0,0.3122,-0.1684,553.0,0.14552
88.814,246.0,0.6242,-0.3134,736.0,1.98829
73.7754,205.0,0.67135,-0.3389,538.0,0.0697585
18.4891,190.0,0.193675,-0.093,532.0,0.0436967
60.4256,141.0,0.84525,-0.41045,349.0,0.248643
82.3859,252.0,0.5775,-0.27265,734.0,1.65949
52.219,157.0,0.63195,-0.3221,382.0,0.0586383
66.4675,200.0,0.6819,-0.3398,463.0,0.107517
148.55,237.0,1.3015,-0.4992,672.0,1.00998
41.2218,171.0,0.47545,-0.25415,398.0,0.0376706
16.6728,111.0,0.31,-0.1864,219.0,0.00927591
40.6122,247.0,0.2935,-0.1379,697.0,1.64543
89.6495,212.0,0.8229,-0.36775,575.0,0.188723
27.0565,175.0,0.3002,-0.13635,458.0,0.22946
27.3807,170.0,0.3134,-0.1981,350.0,0.02366
15.9952,172.0,0.18139,-0.07405,521.0,0.37802
64.2979,213.0,0.5555,-0.30205,566.0,0.109846
45.1245,159.0,0.56955,-0.1965,521.0,0.87729
37.2549,196.0,0.35075,-0.1499,590.0,0.739999
67.3692,250.0,0.60615,-0.24715,622.0,0.154617
82.2583,170.0,0.92855,-0.5701,370.0,0.0585649
74.5133,230.0,0.62915,-0.28845,589.0,0.63428
70.5423,177.0,0.70775,-0.35975,502.0,0.138823
64.107,133.0,0.9547,-0.4828,308.0,0.0682581
46.3483,157.0,0.55645,-0.21915,489.0,1.14031
66.8293,173.0,0.70405,-0.36495,474.0,0.174384
60.8924,186.0,0.61575,-0.28865,504.0,0.780448
67.8089,160.0,0.858,-0.47865,336.0,0.0800121
48.2095,157.0,0.5683,-0.34555,390.0,0.0148089
65.9127,305.0,0.41455,-0.2028,751.0,0.855333
59.4535,210.0,0.54005,-0.21835,637.0,0.655325
70.2887,270.0,0.47355,-0.2146,769.0,1.36743
95.4054,234.0,0.72285,-0.34905,677.0,1.57926
51.7442,149.0,0.7381,-0.3875,313.0,0.0133687
148.32,186.0,1.87255,-0.5927,545.0,1.60103
86.0675,211.0,0.8474,-0.3073,606.0,0.6481
69.5683,134.0,0.9618,-0.57725,292.0,0.00987863
55.7446,171.0,0.64785,-0.2462,529.0,0.444353
24.4365,182.0,0.25725,-0.1548,408.0,0.144101
36.5768,192.0,0.36225,-0.1689,518.0,0.543537
41.6593,154.0,0.5268,-0.33965,314.0,0.0142273
149.102,201.0,1.54195,-0.6714,502.0,0.365799
55.5047,198.0,0.543,-0.21545,608.0,0.690829
116.643,174.0,1.3343,-0.5429,495.0,0.973923
77.5198,163.0,0.9645,-0.4126,433.0,0.10718
130.632,252.0,1.0155,-0.4028,709.0,1.66637
83.1805,230.0,0.67825,-0.36365,596.0,0.207568
58.1285,161.0,0.7,-0.28265,475.0,0.222261
63.7826,176.0,0.6822,-0.3391,461.0,0.11002
20.8635,196.0,0.19803,-0.1188,466.0,0.0471438
96.2794,195.0,0.96945,-0.52475,431.0,0.0699951
50.072,190.0,0.5579,-0.26515,443.0,0.123568
25.6754,201.0,0.243315,-0.08705,707.0,0.444202
55.7004,174.0,0.6107,-0.3528,389.0,0.115282
82.1868,157.0,1.0704,-0.43305,424.0,0.444969
18.3762,193.0,0.18481,-0.1002,525.0,0.0383554
34.459,178.0,0.3609,-0.15585,510.0,0.250628
87.6481,192.0,0.8811,-0.3326,591.0,1.18124
51.3625,238.0,0.39025,-0.18325,668.0,0.543136
106.603,215.0,0.934,-0.56865,484.0,0.264069
36.2888,193.0,0.36535,-0.1747,497.0,0.355347
75.8613,189.0,0.7327,-0.42555,491.0,0.143363
69.1966,194.0,0.654,-0.3569,500.0,0.241427
83.9083,151.0,1.1588,-0.57395,339.0,0.0250301
68.5382,183.0,0.7075,-0.2893,570.0,0.303121
51.5735,189.0,0.5414,-0.15155,701.0,1.86302
55.8835,178.0,0.6001,-0.24745,521.0,1.02688
55.1276,197.0,0.53185,-0.26765,505.0,0.152254
51.3857,229.0,0.41175,-0.1919,620.0,0.39466
114.389,227.0,0.86445,-0.43955,676.0,1.24572
39.9547,174.0,0.45575,-0.22245,423.0,0.0681313
40.6269,179.0,0.46395,-0.20655,444.0,0.0544601
48.208,216.0,0.41295,-0.22155,559.0,0.120167
106.558,143.0,1.4877,-0.525,451.0,1.202
133.681,208.0,1.2865,-0.5694,553.0,0.506244
89.1073,173.0,1.01545,-0.4184,488.0,0.840927
57.9671,132.0,0.83395,-0.4829,294.0,0.00942752
35.6909,241.0,0.2757,-0.12415,652.0,0.539989
24.4304,156.0,0.3144,-0.1476,412.0,0.0175664
53.9723,226.0,0.47315,-0.17885,653.0,1.27078
42.1149,174.0,0.44625,-0.2548,408.0,0.0585652
62.7678,198.0,0.65375,-0.2369,584.0,0.655724
39.9955,189.0,0.3832,-0.16065,589.0,1.18037
63.7607,245.0,0.53965,-0.2242,669.0,0.767688
38.6953,159.0,0.4613,-0.22975,407.0,0.0867253
24.5415,214.0,0.211695,-0.08605,658.0,1.3883
133.29,148.0,1.86545,-0.67505,431.0,0.522073
71.3511,157.0,0.8751,-0.45195,381.0,0.0714344
53.3665,189.0,0.58235,-0.20625,551.0,1.40741
43.5442,194.0,0.4251,-0.2256,456.0,0.0548025
15.8787,146.0,0.20644,-0.10235,413.0,0.0166281
41.1188,184.0,0.41645,-0.1725,508.0,1.96571
143.637,179.0,1.6907,-0.8292,429.0,0.229978
105.296,196.0,1.10455,-0.5108,506.0,0.765269
57.2383,209.0,0.5007,-0.2211,646.0,0.506685
12.1388,174.0,0.132315,-0.104325,335.0,0.0276318
40.1816,169.0,0.4656,-0.2284,425.0,0.134299
94.2029,219.0,0.7739,-0.4303,552.0,0.0959248
99.0441,200.0,0.98825,-0.541,473.0,0.0940953
58.1157,207.0,0.54485,-0.25385,548.0,1.33415
76.8137,186.0,0.77985,-0.3843,504.0,0.230789
35.3193,205.0,0.30795,-0.1083,718.0,1.51258
29.0923,185.0,0.2938,-0.1636,444.0,0.017435
27.3642,211.0,0.24948,-0.11775,528.0,0.175019
17.974,137.0,0.268365,-0.0847,521.0,0.0377522
39.7587,176.0,0.4551,-0.22385,417.0,0.0915235
119.111,216.0,1.2162,-0.5962,506.0,0.81585
27.2672,177.0,0.314,-0.14305,458.0,0.201961
82.8244,144.0,1.122,-0.42595,459.0,0.750188
132.635,175.0,1.58525,-0.5994,491.0,0.708537
133.956,241.0,1.03505,-0.53505,638.0,1.23844
28.1436,134.0,0.42325,-0.1833,370.0,0.0416618
35.1657,206.0,0.30535,-0.2181,445.0,0.00784416
69.976,174.0,0.7511,-0.30355,549.0,0.982301
45.5364,174.0,0.51105,-0.1898,576.0,1.47905
40.9288,199.0,0.38455,-0.1718,577.0,0.269526
92.0648,193.0,0.8859,-0.5677,429.0,0.0307753
92.5467,215.0,0.8217,-0.366,579.0,1.33593
38.1185,176.0,0.39385,-0.16465,605.0,0.189172
46.1639,176.0,0.47755,-0.18395,585.0,1.15937
18.3029,177.0,0.191185,-0.0749,576.0,0.61534
57.5231,190.0,0.5608,-0.31025,490.0,0.0770174
81.6641,212.0,0.69415,-0.38065,586.0,0.28511
51.825,174.0,0.553,-0.24625,500.0,0.98671
19.903,189.0,0.203115,-0.1117,431.0,0.133356
161.777,231.0,1.7047,-0.71735,573.0,0.668298
64.8683,131.0,1.0232,-0.3957,360.0,0.120667
49.6973,205.0,0.464,-0.29155,449.0,0.085068
67.0994,164.0,0.84865,-0.32955,411.0,0.104929
30.3717,197.0,0.28705,-0.13815,556.0,0.219942
13.4799,201.0,0.125905,-0.0667,567.0,0.0393008
56.1849,124.0,0.88405,-0.41855,315.0,0.0463182
69.6124,173.0,0.9253,-0.36745,436.0,0.202468
99.4825,169.0,1.1594,-0.4185,542.0,0.924562
94.2114,160.0,1.0755,-0.592,386.0,0.22298
11.1955,164.0,0.131505,-0.07014,381.0,0.0287675
90.5891,148.0,1.24645,-0.43145,465.0,0.788786
68.5016,190.0,0.689,-0.3666,440.0,0.114445
63.0775,193.0,0.61845,-0.2754,551.0,0.528428
47.6924,172.0,0.52915,-0.1915,586.0,1.6441
50.98,200.0,0.49385,-0.18955,619.0,0.720632
122.174,238.0,1.00945,-0.5017,594.0,0.5988
103.977,134.0,1.7109,-0.60665,371.0,0.0745245
33.1053,266.0,0.2171,-0.10095,739.0,1.382
99.704,204.0,0.8612,-0.5536,484.0,0.0807003
110.203,154.0,1.4744,-0.596,436.0,0.232437
102.723,215.0,0.8817,-0.42595,563.0,0.670416
103.608,198.0,1.0656,-0.52495,463.0,0.442856
11.6369,264.0,0.080525,-0.038965,749.0,0.352599
46.0295,231.0,0.3597,-0.19515,563.0,0.528761
48.7137,216.0,0.4306,-0.2678,500.0,0.0981884
52.7777,225.0,0.44675,-0.2115,582.0,0.518866
45.4746,168.0,0.53085,-0.2222,485.0,0.215079
15.0676,137.0,0.224665,-0.11535,305.0,0.0165891
77.6324,178.0,0.8762,-0.36475,483.0,0.36554
45.3283,183.0,0.5083,-0.24805,428.0,0.233004
104.625,201.0,1.1612,-0.55345,473.0,0.424065
39.6095,179.0,0.4303,-0.1901,485.0,0.281973
78.4099,255.0,0.6607,-0.2557,683.0,0.869736
52.1742,181.0,0.5651,-0.2468,500.0,0.693509
12.014,179.0,0.122245,-0.04912,585.0,0.625783
67.384,229.0,0.5634,-0.2935,551.0,0.343552
41.2197,147.0,0.52555,-0.23405,415.0,0.301009
24.484,221.0,0.201895,-0.0786,674.0,1.29909
73.1749,183.0,0.78975,-0.307,534.0,1.07672
37.5838,162.0,0.43375,-0.1828,470.0,0.695302
35.3953,177.0,0.38425,-0.16335,508.0,0.485263
43.6044,199.0,0.39135,-0.1499,669.0,1.56019
68.917,226.0,0.5677,-0.24,707.0,1.38747
175.429,239.0,1.7197,-0.59085,670.0,1.73261
37.9586,267.0,0.24695,-0.1208,746.0,1.53255
13.9558,169.0,0.16282,-0.07295,523.0,0.0410153
32.2886,162.0,0.3782,-0.15475,493.0,0.240921
98.6436,226.0,0.7958,-0.41215,611.0,0.887817
56.0276,153.0,0.77565,-0.2435,501.0,0.767757
18.9815,144.0,0.255665,-0.12115,408.0,0.0751465
46.8852,200.0,0.43275,-0.2092,538.0,0.411058
42.6799,158.0,0.5337,-0.2613,391.0,0.0752172
129.188,228.0,1.1085,-0.5292,574.0,0.945389
42.7654,143.0,0.61535,-0.34945,289.0,0.0824814
62.348,198.0,0.58315,-0.2709,566.0,0.989779
45.9466,177.0,0.4874,-0.18235,574.0,1.80429
62.489,198.0,0.58355,-0.3598,488.0,0.0752624
41.2766,210.0,0.3698,-0.1419,657.0,1.62618
39.0722,153.0,0.5223,-0.2124,437.0,0.256076
38.4713,156.0,0.47125,-0.19995,462.0,0.284709
132.118,184.0,1.5472,-0.5342,558.0,1.89884
60.7951,246.0,0.4511,-0.2311,630.0,0.488512
90.8875,249.0,0.6987,-0.35175,613.0,0.431188
62.9375,251.0,0.53335,-0.21865,658.0,0.874639
36.2073,225.0,0.2895,-0.10855,725.0,1.99352
126.078,258.0,0.88015,-0.50715,640.0,0.511644
88.5571,250.0,0.7033,-0.4044,606.0,0.332052
54.3801,191.0,0.5544,-0.31275,431.0,0.163151
13.9937,148.0,0.19442,-0.0697,491.0,0.0465464
67.7055,226.0,0.5743,-0.275,562.0,0.705052
70.1063,209.0,0.7259,-0.2445,626.0,0.517081
134.219,257.0,1.08625,-0.46435,663.0,1.24769
53.6108,190.0,0.5352,-0.24085,529.0,0.354072
45.2093,160.0,0.58385,-0.2254,464.0,0.291215
57.2571,219.0,0.4519,-0.2145,700.0,0.780057
43.9671,173.0,0.48165,-0.1695,591.0,0.658003
58.5651,162.0,0.71575,-0.23955,544.0,1.83057
85.781,146.0,1.14855,-0.5004,389.0,0.0865348
34.7623,172.0,0.3893,-0.13525,602.0,1.2183
105.108,203.0,0.97035,-0.43145,568.0,1.12916
33.8871,178.0,0.35115,-0.2159,409.0,0.058423
77.1175,186.0,0.80555,-0.3148,549.0,0.644867
43.3603,186.0,0.45275,-0.2411,450.0,0.112551
99.8335,239.0,0.74555,-0.33615,698.0,1.41185
97.7622,195.0,0.9889,-0.5072,448.0,0.151575
92.692,171.0,1.14845,-0.55565,393.0,0.121905
68.2393,146.0,0.87525,-0.338,443.0,0.054128
57.9143,193.0,0.61155,-0.198,617.0,1.06239
101.965,233.0,0.8902,-0.43155,569.0,0.324368
45.0139,167.0,0.5261,-0.2516,419.0,0.229322
103.306,265.0,0.75825,-0.34225,716.0,1.90914
99.4631,243.0,0.7186,-0.3834,672.0,0.950116
64.4815,231.0,0.4964,-0.23,732.0,1.26573
41.8832,195.0,0.39925,-0.16445,598.0,0.710414
126.795,207.0,1.26985,-0.52415,554.0,1.21181
32.6246,186.0,0.33255,-0.145,544.0,0.173446
16.9644,169.0,0.1957,-0.0611,635.0,0.409555
98.7974,173.0,1.14115,-0.4364,503.0,1.68868
16.3441,265.0,0.10855,-0.0515,766.0,0.680617
72.0413,214.0,0.6692,-0.33375,518.0,0.128758
71.6216,192.0,0.71165,-0.3129,540.0,0.593874
45.3086,217.0,0.38545,-0.1854,624.0,0.309827
47.397,189.0,0.48005,-0.25195,444.0,0.133619
21.3304,174.0,0.22677,-0.1181,464.0,0.0290697
92.77,290.0,0.6208,-0.35425,705.0,0.770604
46.2021,151.0,0.5667,-0.3627,367.0,0.0119042
104.94,241.0,0.76745,-0.3962,656.0,0.876392
50.0446,232.0,0.3862,-0.2637,562.0,0.0914716
55.6128,228.0,0.44515,-0.2104,638.0,0.831771
34.8376,172.0,0.3889,-0.1583,544.0,0.196277
73.4775,183.0,0.817,-0.35015,475.0,0.26019
55.4548,203.0,0.5316,-0.2205,578.0,1.39308
62.0359,158.0,0.7319,-0.43955,353.0,0.069497
113.949,196.0,1.12185,-0.4929,535.0,1.58126
28.8351,140.0,0.39045,-0.20915,362.0,0.0072025
59.7748,191.0,0.5999,-0.21655,616.0,1.32691
72.1816,236.0,0.56195,-0.2908,620.0,0.384794
24.4363,194.0,0.228965,-0.10085,583.0,0.395743
131.215,187.0,1.3575,-0.76985,420.0,0.379297
99.9748,192.0,1.04385,-0.4443,512.0,0.615949
137.165,258.0,1.1259,-0.47915,648.0,1.77133
58.5849,149.0,0.79695,-0.23115,558.0,1.70203
83.7805,131.0,1.241,-0.45445,364.0,0.186807
46.5655,179.0,0.54065,-0.2592,418.0,0.0455605
62.8106,157.0,0.79745,-0.3761,392.0,0.0636567
12.8258,230.0,0.097425,-0.03755,730.0,1.11516
79.8442,144.0,1.12215,-0.5041,351.0,0.123746
16.9863,131.0,0.25301,-0.15945,279.0,0.013611
35.9116,149.0,0.46655,-0.1949,443.0,0.124251
83.9137,196.0,0.77725,-0.40135,552.0,0.186907
93.4914,161.0,1.16035,-0.5823,374.0,0.22723
14.2793,131.0,0.22442,-0.10081,335.0,0.0272239
69.0302,214.0,0.60895,-0.2066,727.0,1.98732
119.876,241.0,1.07365,-0.42885,634.0,0.306128
70.5264,190.0,0.76455,-0.2698,572.0,0.840595
71.3057,184.0,0.73955,-0.31485,529.0,0.277001
115.078,195.0,1.1622,-0.49865,547.0,1.7685
72.9512,192.0,0.7527,-0.2986,583.0,1.35287
59.092,181.0,0.6293,-0.2728,518.0,0.778435
123.868,198.0,1.5165,-0.4562,590.0,1.88796
27.5562,195.0,0.2726,-0.11705,581.0,0.135187
78.0134,159.0,0.9581,-0.41115,453.0,0.258736
25.0089,192.0,0.244,-0.1197,515.0,0.0720707
65.8563,204.0,0.56115,-0.2584,706.0,1.14631
30.9808,231.0,0.2449,-0.1338,563.0,0.380058
105.061,188.0,0.9711,-0.5332,568.0,0.268032
112.143,223.0,1.04135,-0.397,612.0,1.07584
81.3227,198.0,0.8508,-0.43755,514.0,0.0878843
67.84,172.0,0.7479,-0.35175,459.0,0.0730902
99.1652,216.0,0.8756,-0.41275,552.0,0.34435
67.1598,154.0,0.7992,-0.40305,412.0,0.0855122
19.29,145.0,0.27243,-0.1481,310.0,0.0415167
67.5462,185.0,0.6644,-0.3164,532.0,0.109011
72.1938,172.0,0.78705,-0.3903,444.0,0.0523429
55.3144,191.0,0.6339,-0.16355,685.0,1.43418
61.1646,170.0,0.7189,-0.3242,436.0,1.09735
72.815,228.0,0.5564,-0.3138,587.0,0.252924
52.6695,158.0,0.59775,-0.2093,638.0,0.419715
55.6822,176.0,0.5941,-0.33315,425.0,0.0498069
84.0414,216.0,0.7133,-0.3605,586.0,0.324569
65.3276,225.0,0.51575,-0.23835,617.0,1.17634
57.9146,137.0,0.89905,-0.38665,341.0,0.147368
24.0956,194.0,0.2464,-0.12385,500.0,0.080328
88.4891,192.0,0.9564,-0.4699,446.0,0.374765
119.464,190.0,1.1984,-0.53525,543.0,0.539542
27.9106,167.0,0.3268,-0.16335,411.0,0.147378
76.811,160.0,0.95195,-0.37725,471.0,1.59011
26.3375,172.0,0.29825,-0.1432,437.0,0.0567811
130.009,143.0,2.06535,-0.73515,390.0,0.145441
67.6634,204.0,0.62105,-0.2777,562.0,0.462953
47.7747,150.0,0.62765,-0.2698,411.0,0.220514
114.584,166.0,1.27015,-0.7266,396.0,0.0444247
